template_id,save_count,confidence,name_guess,name_guess_source,category_id,category_label,subcategory_id,subcategory_label,log_hint_fields
b4b5954b-ffd5-496d-aaa5-971a1bf3db54,1,high,"SniperRifle_04_Magazine_02",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
b9c96112-6b2b-4b53-a78e-58722e378dd6,1,high,"QR code scanner",Items_en.m_TableData,17,"",65,"Devices",""
bb20942a-0500-4939-ac4e-bb809700c304,1,high,"Slag",Items_en.m_TableData,17,"",62,"Materials",""
bc822b88-51c1-437d-bb28-b8d745a4fc63,1,high,"Taiga-12 mag",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
becd9038-d776-4851-af65-9e1bc6e20b70,1,high,"Krueger Adios",Items_en.m_TableData,1,"Firearm",2,"Pistol",""
bf8e6864-b25e-4cd1-a3cc-5e1c57fea5a9,1,high,"Oscilloscope",Items_en.m_TableData,17,"",66,"A&D components",""
bf9eaf18-cd45-4c56-9871-6f8927c4843f,1,high,"Sawed off 12",Items_en.m_TableData,1,"Firearm",4,"Shotgun",""
c15e5e28-0821-4e86-956d-48ff577fa41c,1,high,"Body Parts Tuner",item_templates.alias,12,"Internal",93,"",""
c1a01ca0-2711-4e54-a0bf-f530e59b4858,1,high,"Weapons Workbench",item_templates.alias,12,"Internal",93,"",""
c353d7eb-99c0-400e-89b7-9f9b27c902d0,1,high,"Bodypart Blueprint",Items_en.m_TableData,37,"",95,"Blueprint",""
c489054e-2478-4e5b-b2cb-d7c0b4e55603,1,high,"MONOLITH",Items_en.m_TableData,6,"Chest Rig",23,"Armored chest rig",""
c55edf17-995b-4fdd-a990-1ba4d7a0e853,1,high,"Aluminum bar",Items_en.m_TableData,17,"",62,"Materials",""
c5bbf445-8dea-4e0f-b9e6-8add7975e2c9,1,high,"Dead powerbank",Items_en.m_TableData,17,"",65,"Devices",""
c6623cb5-3520-4ddb-80f5-50d9d32df1bf,1,high,"Shotgun_06_Magazine_01",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
c8b1ec7a-325f-4628-a9d0-4ad724800ba3,1,high,"KNOCKIA",Items_en.m_TableData,6,"Chest Rig",23,"Armored chest rig",""
c95fbaf6-2f51-4c50-9a01-fc7297b2894d,1,high,"Humboldt Y4 OS",Items_en.m_TableData,20,"Weapon Mod",8,"Sight x{magnification}",""
ca1d8c14-b3e9-45ee-a1c3-db6c57142bed,1,high,"Taiga-12 butt",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",11,"Butt",""
ca6e3e1f-35eb-491a-ba7e-46aad68b01d6,1,high,"TPS1",Items_en.m_TableData,20,"Weapon Mod",30,"Collimator sight",""
cacf3f24-6058-4729-bf97-8b449c1dfdc7,1,high,"AccountData_ItemsStatistics",item_templates.alias,12,"Internal",93,"",""
cd25157b-6156-4545-8044-e749b9c17a48,1,high,"PRO90 long barrel",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",74,"Muzzle",""
ce2ce374-36a8-4d35-96ff-68663c0b4723,1,high,"Coma-' head",Items_en.m_TableData,13,"Body Part",32,"Head",""
cf16f0c5-6cb6-41ba-ba9d-3d216343197d,1,high,"R.Arm CW3-I",Items_en.m_TableData,13,"Body Part",50,"Right arm",""
d0cd10dc-99f1-47de-937c-579323c91ada,1,high,"PRO90",Items_en.m_TableData,1,"Firearm",3,"SMG",""
d1c819aa-5ff7-466f-a2b2-1a9c8602912a,1,high,"Toy Rocket",Items_en.m_TableData,17,"",39,"Valuables",""
d41a5b80-05d8-434d-9652-4021ffa2769d,1,high,"Borovik",Items_en.m_TableData,20,"Weapon Mod",8,"Sight x{magnification}",""
d5063dff-919a-4717-afe1-40e177c1f10b,1,high,"R.Leg CW3-I",Items_en.m_TableData,13,"Body Part",52,"Right leg",""
d5c62c93-d04f-40c3-981f-1cd02fa10560,1,high,"Equipment Blueprint",Items_en.m_TableData,37,"",97,"Blueprint",""
d6693600-0cf4-4529-b880-cf6c7cd74c49,1,high,"DVS extended mag",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
d674525f-523e-4ae5-9aba-907c85942325,1,high,"Buff And Modifier Items Container",item_templates.alias,12,"Internal",,"",""
d6cd9825-b541-45c6-aea4-4391cd8bdb9f,1,high,"ETA 5",Items_en.m_TableData,1,"Firearm",3,"SMG",""
d6dc2980-0c2c-4b76-a2e3-52df4e7533ed,1,high,"Storage",Items_en.m_TableData,12,"Internal",93,"",""
d8a25d58-6fad-4549-bf81-f106eb675ee8,1,high,"Screwdriver",Items_en.m_TableData,17,"",67,"Tools",""
d90a7f18-c946-49e5-b754-9e90f2307882,1,high,"Storage",Items_en.m_TableData,12,"Internal",93,"",""
dc90c883-6168-4862-9b99-269e5f5e6688,1,high,"MetaPods",Items_en.m_TableData,17,"",65,"Devices",""
dd93c2d9-b9c0-4714-b0c2-329b0e2e745e,1,high,"Item blueprint",Items_en.m_TableData,37,"",100,"Blueprint",""
dea1f466-4df1-4583-ae65-30a7ae7b37a9,1,high,"Equipment Blueprint",Items_en.m_TableData,37,"",97,"Blueprint",""
e09e25e2-aec0-49fc-b872-572f2358c9a4,1,high,"DVS butt X",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",11,"Butt",""
e203d8ca-c286-425f-8e98-74d0b5cf86b2,1,high,"Electric motor",Items_en.m_TableData,17,"",67,"Tools",""
e24150d0-c565-49cd-8303-3f465a4230e0,1,high,"AssaultRifle_05_FlashHider_01",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",14,"Muzzle",""
e32e244a-b266-4837-83f2-e74936372a8a,1,high,"Ramon OS",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",8,"Sight x{magnification}",""
e3e576c5-7cf4-4e9b-8283-2fd5eb4676d2,1,high,"9x19",item_templates.alias_fallback_for_localization_links,3,"Standard Ammo",,"",""
e57105aa-ffdc-426e-a261-f208ad5f06c7,1,high,"LES",Items_en.m_TableData,20,"Weapon Mod",8,"Sight x{magnification}",""
e6ec3bc6-a38e-4f1c-a04d-bf900bf082b3,1,high,"Large MedKit",Items_en.m_TableData,14,"Aid Kit",90,"Aid Kit",""
e8393df6-e867-462f-8364-8876e15b2ef5,1,high,"Bodypart Blueprint",Items_en.m_TableData,37,"",95,"Blueprint",""
e92c655c-1b50-4716-8f14-87f6ec0b6a64,1,high,"SniperRifle_05_Butt_02",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",11,"Butt",""
eac0026c-c9b8-4d0f-88ba-a2e7f879068c,1,high,"Ronnie B4",Items_en.m_TableData,1,"Firearm",80,"Heavy sniper rifle",""
ee2ce0b2-fe2a-4a9c-85bc-d09482600a17,1,high,"INOX",Items_en.m_TableData,17,"",62,"Materials",""
ee95b91b-4bc7-4a2b-a175-30fd550a31d1,1,high,"Saw",Items_en.m_TableData,17,"",67,"Tools",""
ee99f65a-c3ff-4313-857c-f088d0d06da6,1,high,"L.Leg CW3-I",Items_en.m_TableData,13,"Body Part",51,"Left leg",""
ef803849-7fbd-41ed-8b3d-297ce6fb1e35,1,high,"PES OS",Items_en.m_TableData,20,"Weapon Mod",8,"Sight x{magnification}",""
f1d78ffc-647d-4450-8742-90c5f6615525,1,high,"Tow rope",Items_en.m_TableData,17,"",67,"Tools",""
f48c0b92-f601-43ca-ab8e-981f5d9e62d1,1,high,"Pistol_07_Magazine_01",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
f4cacf3d-95ef-4f88-8dd7-ce1721f12c20,1,high,"ETA 5 drum mag",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
f5a0bb7d-e999-4a41-baf5-f0eed1ba4880,1,high,"Item blueprint",Items_en.m_TableData,37,"",100,"Blueprint",""
f670fbdf-b84b-46c7-bcc0-ad81cea9fbc7,1,high,"PRO90 Mesmer receiver",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",13,"Receiver",""
f6ef0445-19e8-4a8d-857b-d6cb6c3e922d,1,high,"Skill_SecondaryWeaponSlot",item_templates.alias,36,"",,"",""
f84973eb-972f-4f4b-8681-ec077c96dfc3,1,high,"EZ Grip",Items_en.m_TableData,20,"Weapon Mod",10,"Tactical Handle",""
f8d313a9-336a-4f8e-986d-41b52bf1a2ac,1,high,"PRO 90 barrel",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",12,"Barrel",""
f966436c-330e-481c-ad8b-190c969ddc5f,1,high,"Broken key",Items_en.m_TableData,23,"Key",85,"",""
fa3ba6fe-e52e-4b95-b92a-08ec8782730b,1,high,"Pills",Items_en.m_TableData,17,"",64,"Chemicals",""
fc69a4a7-d482-43f1-8a0b-eefd47bd23db,1,high,"Ronnie B4 barrel",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",12,"Barrel",""
fed8b120-274d-4f06-a753-9847ac00e971,1,high,"Bodypart Blueprint",Items_en.m_TableData,37,"",95,"Blueprint",""
fee0c84d-abf5-45fd-bf04-f8d7e1f17804,1,high,"CR",Items_en.m_TableData,17,"",62,"Materials",""
ff929ec2-037d-4bf5-83b9-a6b7264b2a48,1,high,"Storage_4",item_templates.alias,12,"Internal",93,"",""
00938a78-f763-4889-9718-e0b786fb9d3f,0,high,"Storage Rookie_01",item_templates.alias,5,"Backpack",,"",""
0099bf36-a254-466a-a383-5555264bf07e,0,high,"SMG_02_Butt_02",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",11,"Butt",""
00c28802-b4d4-45a6-88cd-6271e060da01,0,high,"ETA 5 extended mag",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
00e87089-6a29-480d-aa52-1e94d0b1bda6,0,high,"Shrine of rubbers",Items_en.m_TableData,27,"",77,"Valuable deposit",""
0103a076-aca2-49f9-ab77-5fd0cd5cee3f,0,high,"Keys",Items_en.m_TableData,34,"",,"",""
014b735e-c6ee-4416-a540-c75fc0ddbff2,0,high,"Sights",Items_en.m_TableData,34,"",,"",""
02164979-383e-4465-b2f6-8789f4b13dfb,0,high,"Safe",Items_en.m_TableData,8,"SpawnBoxes",,"",""
023cf386-0c9b-4073-9854-a492b45cc7ac,0,high,"Military Crate",Items_en.m_TableData,27,"",45,"",""
02bd87e5-e7fa-4d76-80b8-f15f2df2d248,0,high,"KP7",Items_en.m_TableData,20,"Weapon Mod",30,"Collimator sight",""
02c82ceb-1966-4b92-9c02-6a0034df7ad6,0,high,"Door_Common_Registrations",item_templates.alias,27,"",42,"",""
0302daec-2867-4c53-9515-a2bfec7c2d9f,0,high,"!CHANGE!",Items_en.m_TableData,17,"",66,"A&D components",""
0309e0f3-8126-4366-8fbf-f0fc8f0b57af,0,high,"L.Arm R21B",Items_en.m_TableData,13,"Body Part",49,"Left arm",""
03326a30-58cf-4b6f-9218-83d0b348a152,0,high,"PoolBall_01_DarkredStripe_15_S",item_templates.alias_fallback_for_localization_links,17,"",39,"Valuables",""
03c07f1c-172b-4936-b105-12d3e1b7ebab,0,high,"Power Control Panel",Items_en.m_TableData,27,"",45,"",""
03cc26cf-8aeb-4b0f-aa58-ea3715d77b0b,0,high,"SMG_02_Barrel_03",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",12,"Barrel",""
043e44c0-3fd6-4f57-8192-d34704b8fec5,0,high,"Sam M1911 barrel",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",12,"Barrel",""
04ba47a1-d495-415a-a556-3208347f37cc,0,high,"Door_Common_SpecialOperations",item_templates.alias,27,"",42,"",""
04cce893-c00a-4b6f-8235-287dcaf8d064,0,high,"Grinder Disks",Items_en.m_TableData,34,"",,"",""
04f694eb-3c9a-4312-8672-4a3ccf33c565,0,high,"PowerGenerator_1",item_templates.alias,12,"Internal",93,"",""
05043afe-dfa0-4469-b8db-d9cb8f62a4a4,0,high,"RightArm_02_Model_01_Monster_WIP",item_templates.alias,13,"Body Part",50,"Right arm",""
0512b4bf-1eec-4818-a314-510e08bda0a1,0,high,"Gaston 17",Items_en.m_TableData,1,"Firearm",2,"Pistol",""
0597707a-c30f-4656-b3b3-77facada8586,0,high,"Door_Warehouse_LoadingDocksOffice",item_templates.alias,27,"",42,"",""
05f488b3-d650-47b0-b326-435e6915f1de,0,high,"LOK",Items_en.m_TableData,17,"",39,"Valuables",""
061806f3-1ab0-478f-8b08-17fb278d2f61,0,high,"EMERKIT",Items_en.m_TableData,9,"Armor Vest",,"",""
06615852-8a0b-437d-944a-4be8aa364b11,0,high,"Matchbox",Items_en.m_TableData,17,"",68,"Surplus",""
0687786b-41e0-4b5f-8d02-aecbaab49b94,0,high,"Oscar 590A1",Items_en.m_TableData,1,"Firearm",4,"Shotgun",""
06a76084-8312-4fce-9344-e6bb2b67c2f1,0,high,"Door_Port_Logistics_PortableOffice_01",item_templates.alias,27,"",42,"",""
0716f395-5d19-4a74-b39d-05ac65075dc1,0,high,"PoolBall_01_Blue_02_S",item_templates.alias_fallback_for_localization_links,17,"",39,"Valuables",""
07573f6c-ebb8-4d3d-8a60-d702723fe9f9,0,high,"RECON6",Items_en.m_TableData,6,"Chest Rig",23,"Armored chest rig",""
0759792d-f742-4ab5-a17a-600eeba42a41,0,high,"Door_Warehouse_CargoStorage_D",item_templates.alias,27,"",42,"",""
0762b73c-02bd-4d7b-8111-5021b8b44f40,0,high,"ID Authenticator",Items_en.m_TableData,29,"Authenticator chip",,"",""
07aa02c3-d3ae-4bac-ab6e-96bec38c3379,0,high,"Door_Common_Archive",item_templates.alias,27,"",42,"",""
07e64929-75ee-4ee4-ad06-b3410a448dd5,0,high,"AuthenticatorChip_Bot_Quest_03",item_templates.alias,29,"Authenticator chip",,"",""
07e90cdf-05cd-470c-96f7-93d807e9b4c1,0,high,"Door_Common_Exit",item_templates.alias,27,"",42,"",""
087b061d-f021-45a8-a0af-f441af8cccb7,0,high,"CRNM-F",Items_en.m_TableData,13,"Body Part",32,"Head",""
0889e36b-fc18-499e-9894-3dfc6cc62a54,0,high,"12x70 E",item_templates.alias_fallback_for_localization_links,3,"Standard Ammo",25,"Expansive Ammo",""
08c93f9a-6059-41e6-8e74-aeb038e3a53c,0,high,"Grinder",Items_en.m_TableData,24,"",36,"Angle Grinder",""
094389bd-0201-434b-aab3-2af58deac5f7,0,high,"Key_Port_GeologicFieldStation",item_templates.alias,23,"Key",,"",""
09a7512d-1457-43e2-bf24-93427f777153,0,high,"CRNM-L",Items_en.m_TableData,13,"Body Part",32,"Head",""
09db7bf4-abf4-4b6e-8184-d1816cac05c6,0,high,"L.Leg Rookie",Items_en.m_TableData,13,"Body Part",51,"Left leg",""
0a17a109-ff69-4f40-a602-6db9178bafbd,0,high,"Best hits ??80s",Items_en.m_TableData,18,"Quest item",39,"Valuables",""
0acc34b9-6adb-4282-82e0-47905206a0bf,0,high,"LeftLeg_02_Model_01_Monster_WIP",item_templates.alias,13,"Body Part",51,"Left leg",""
0adadfe8-c3bf-4565-b99c-4d2ab5392278,0,high,"Key_Port_WaterPurification_SecurityRoom",item_templates.alias,23,"Key",,"",""
0ae48692-e9a4-473e-96a1-36bb0b23fd95,0,high,"PowerGenerator_3",item_templates.alias,12,"Internal",93,"",""
0b176411-5118-4020-94de-fe9ad5ee2a99,0,high,"Military Crate",Items_en.m_TableData,27,"",45,"",""
0b1a3171-286e-4203-8a28-3d70ee4f3119,0,high,"Storage_10",item_templates.alias,12,"Internal",93,"",""
0b616ec6-838c-4c2f-9c7c-f2f57e4a759b,0,high,"7.62x51 B-II",item_templates.alias,30,"Removed",24,"Armor Piercing Ammo",""
0bc8490a-b9b3-47fd-9050-bb737d8eeca9,0,high,"P1918",Items_en.m_TableData,9,"Armor Vest",,"",""
0be34936-e68b-48ec-ae53-907b52b3405d,0,high,"Repairman's toolbox",Items_en.m_TableData,8,"SpawnBoxes",,"",""
0c5bd54d-c43e-4bcb-b9a0-b405979b12b5,0,high,"Highlight Red Arrow",item_templates.alias,28,"",44,"",""
0c74d0a9-15c5-474d-90bd-3f6cd6af7994,0,high,"Key_Bunker_Level00_Maintenance_NW",item_templates.alias,23,"Key",,"",""
0cc4be0c-6a58-41a8-bf19-17d87ac225b7,0,high,"Servo-SRS1",Items_en.m_TableData,31,"Bodymod",,"",""
0d64f20a-0242-44e2-b336-51c3fe3f4c9f,0,high,"Door_Warehouse_QuarantineBayGateControl",item_templates.alias,27,"",42,"",""
0dee46bf-a723-4e53-801c-f50ee14d4ef0,0,high,"Polyester fibers",Items_en.m_TableData,17,"",62,"Materials",""
0dfc7d91-0c67-4054-8201-dd985d58c648,0,high,"Magazines",Items_en.m_TableData,34,"",,"",""
0e7cc18d-ba11-4dde-9bd3-fafe00163b55,0,high,"Consumables",Items_en.m_TableData,34,"",,"",""
0ead113e-2b86-471a-9ff4-edacea1497a0,0,high,"Summer Shades",Items_en.m_TableData,17,"",39,"Valuables",""
0ed07355-4e00-4815-9204-3f2ea86c7ef6,0,high,"Pistol_04_Magazine_01",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
0f96a099-2251-4ec0-85cb-e7db93647063,0,high,"Enforcer_01",item_templates.alias,26,"",76,"",""
0fa273b4-7600-47fd-a986-3213777b395d,0,high,"SniperRifle_06_Magazine_01",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
0fd15b1c-d3a8-4d5a-85aa-489f991fce2b,0,high,"Thermite 'S'",Items_en.m_TableData,17,"",64,"Chemicals",""
106355bc-f302-4451-a022-6a4208d680c8,0,high,"Container",Items_en.m_TableData,8,"SpawnBoxes",,"",""
106c38ff-1148-4f2a-91cb-4737ab5c4ab5,0,high,"Torso_01_Monster_Janitor_01",item_templates.alias,13,"Body Part",33,"Torso",""
1084280e-7e75-460d-ae10-23232e523696,0,high,"L.Leg R21G",Items_en.m_TableData,13,"Body Part",51,"Left leg",""
10c583b7-1a6b-4dd6-9825-264941ed589b,0,high,"Door_Common_FireExit",item_templates.alias,27,"",42,"",""
10fb7a07-549e-41c9-b8a3-ec597a33df73,0,high,"Notepad page",Items_en.m_TableData,18,"Quest item",85,"",""
11212814-8ed5-4d79-b0b5-c12a16d1640f,0,high,"Alkaline detergent",Items_en.m_TableData,17,"",64,"Chemicals",""
112d0e63-7d49-4f83-89b8-c2c8cf9fb99a,0,high,"Aluminum foil",Items_en.m_TableData,17,"",63,"Ware",""
119bfd35-395b-48bb-8a40-131be8124b57,0,high,"Key_Port_Ship_Maintenance_W",item_templates.alias,23,"Key",,"",""
11bc0035-c311-4bd9-87bf-a3b3eefabb13,0,high,"Servo-ERS1",Items_en.m_TableData,31,"Bodymod",,"",""
11efe6ff-5694-468f-b2ca-57a864c5ff5e,0,high,"Droid 01 - Rusted",item_templates.alias,26,"",,"",""
122c9151-c3ea-471e-8ec9-203313b56572,0,high,"Hivemaster",Items_en.m_TableData,13,"Body Part",32,"Head",""
123a5b63-1c57-4c2d-8ed7-fb22491da3ce,0,high,"EventCalendarItemTemplate",item_templates.alias,12,"Internal",,"",""
12c18217-dac2-42aa-a239-99fc87f5c004,0,high,"Torso_07_Model_02",item_templates.alias,13,"Body Part",33,"Torso",""
12d71fd1-337b-421e-ab22-9527973d8c70,0,high,"LeftArm_01_Model_02_Monster_WIP",item_templates.alias,13,"Body Part",49,"Left arm",""
1365116a-01cf-4d22-8e28-664448311f72,0,high,"Door_Common_Managerial",item_templates.alias,27,"",42,"",""
13eb7be4-2928-4a0d-9506-aad98a49176b,0,high,"Door_Common_Security_Parking",item_templates.alias,27,"",42,"",""
13fb358e-bbac-4da7-ace1-8b9c8d773436,0,high,"NBR",Items_en.m_TableData,17,"",62,"Materials",""
14192ba3-a591-49e5-ac7e-e28eec0b9319,0,high,"Wedding album",Items_en.m_TableData,17,"",57,"Papers",""
1445faf9-ad34-4bd3-b69f-4e7ceb295a26,0,high,"12x70 A-II",item_templates.alias,30,"Removed",,"",""
147104cd-3c1c-4576-859c-b63a60237843,0,high,"Door_Common_ToolsStorage",item_templates.alias,27,"",42,"",""
14e19813-1289-4d6b-8284-0d894260bfed,0,high,"TEDE BERE",Items_en.m_TableData,17,"",39,"Valuables",""
150b0396-41b4-4ddc-9e8c-a9239631cf38,0,high,"Torso_01_Monster_Enforcer",item_templates.alias,13,"Body Part",33,"Torso",""
150d8019-c953-40e7-a767-ac7f0a2ad182,0,high,"!CHANGE!",Items_en.m_TableData,17,"",66,"A&D components",""
1517e1b3-2cac-4c0f-b7dc-74d52536847a,0,high,"Porcelain vase",Items_en.m_TableData,17,"",39,"Valuables",""
15431417-32a6-481e-9fa2-87b40b385ea7,0,high,"Main ExitZone",item_templates.alias,27,"",48,"",""
15e10583-1cb1-4c45-8892-a3f7a8c73104,0,high,"Break in the floor",Items_en.m_TableData,27,"",45,"",""
167c4227-d883-4438-9bc1-6ca8ae27370a,0,high,"Backdoor",Items_en.m_TableData,5,"Backpack",,"",""
16ba9c5b-922c-4dfa-b211-4f30d480a725,0,high,"SAPA12 barrel",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",12,"Barrel",""
16e4bbb1-ffe5-465e-93d3-f66d08592614,0,high,"SMG_02_Magazine_03",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
16f26fd4-bc34-4fb7-8df7-8318ea192261,0,high,"Instruments",Items_en.m_TableData,34,"",,"",""
178956e4-f121-4c36-91c4-7dec87dd59b0,0,high,"Medium Anti-Leakage Kit",Items_en.m_TableData,14,"Aid Kit",90,"Aid Kit",""
17b66d0f-0994-41e7-bca4-e10e31c69192,0,high,"ETA 417 receiver",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",13,"Receiver",""
18430a1c-18bc-47b0-ac06-48b35b2b4f8e,0,high,"Mask of joy",Items_en.m_TableData,7,"Helmet",73,"Mask",""
187a03c4-0878-4630-bb3b-ec8ffce8936b,0,high,"ZombieRadiation",item_templates.alias,12,"Internal",,"",""
188d987a-a2dd-4bdc-bc9d-5a7689f1afec,0,high,"RightArm_01_Monster_Shared_CritIgnore",item_templates.alias,13,"Body Part",50,"Right arm",""
18b60289-8b7b-46fe-8a89-9a611d3b5a9d,0,high,"Storage_7",item_templates.alias,12,"Internal",93,"",""
18bbbc14-e82d-4825-bdf6-bbfffe0e4351,0,high,"Fusion Monocular",Items_en.m_TableData,17,"",65,"Devices",""
18d9b2b1-5100-4a0e-9096-d9ceafcea762,0,high,"R.Arm Trashooter",Items_en.m_TableData,13,"Body Part",50,"Right arm",""
19143755-e94e-4fa3-a79a-69eb292b7fda,0,high,"Door_Port_LoadingAreaAdministration_Entrance_Lobby",item_templates.alias,27,"",42,"",""
19359987-2be5-41b2-8be7-d8c8ae01ccd6,0,high,"Janitor GAV mag",item_templates.alias,20,"Weapon Mod",54,"Heavy weapon",""
196a9b82-3c01-4bbe-93d1-d6bcab751ebe,0,high,"Extraction Point",Items_en.m_TableData,28,"",44,"",""
1971ee43-8f52-4fc0-9dad-69c720d83fd6,0,high,"Gun cleaning kit",Items_en.m_TableData,17,"",67,"Tools",""
198e11d5-c380-4613-b2a7-d9e4b1ba3ba4,0,high,"ExitZone for q_new_weapon_modification",item_templates.alias,27,"",48,"",""
1a26dba2-0080-460f-bec0-a5f7fac7dc78,0,high,"Port PointOfInterest 2",item_templates.alias,28,"",44,"",""
1a2a9ce3-cc53-4b4b-857e-17ad1b260971,0,high,"GUARD",Items_en.m_TableData,9,"Armor Vest",,"",""
1a527dd9-48bb-47b3-a7a7-e58d520237e0,0,high,"12x70NL",item_templates.alias_fallback_for_localization_links,3,"Standard Ammo",101,"Special ammo",""
1a84840b-ce03-4f0c-82fb-d45e4721db3d,0,high,"Warehouse PointOfInterest 1",item_templates.alias,28,"",44,"",""
1a9635ee-bc97-4986-bc2e-4e967375ccaa,0,high,"DORA",Items_en.m_TableData,1,"Firearm",4,"Shotgun",""
1b20227f-1f61-457c-9818-c13a26d0c541,0,high,"Storage_8",item_templates.alias,12,"Internal",93,"",""
1b4e04b7-4eda-47dc-8c6d-5faeda48520e,0,high,"Rookie Authenticator Chip",item_templates.alias,29,"Authenticator chip",,"",""
1b5af77f-ddcb-4860-ae91-05fe69f22cbd,0,high,"Janitor’s personal space",Items_en.m_TableData,12,"Internal",,"",""
1b911f53-ae0c-4af3-913f-b59e8956fae5,0,high,"DVS Butt",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",11,"Butt",""
1b9e9b5a-1c8d-4382-a1da-32fcc7c8008a,0,high,"Augustus Caesar bust",Items_en.m_TableData,17,"",39,"Valuables",""
1bb45f90-b57e-4e09-8628-9713559620cd,0,high,"Storage",Items_en.m_TableData,12,"Internal",,"",""
1bebc677-be94-4fa0-8584-67a3b5d6c733,0,high,".45 ACP A-II",item_templates.alias,30,"Removed",,"",""
1befa81c-e1f3-4a0f-98ff-1b84158d4852,0,high,"Nobu_Beta6 head",Items_en.m_TableData,13,"Body Part",32,"Head",""
1bff390b-379c-4481-920a-b916b4536888,0,high,"Warehouse PointOfInterest 3",item_templates.alias,28,"",44,"",""
1c1bfd14-167b-4e2e-b002-9715c1981b04,0,high,"RightLeg_07_Model_01",item_templates.alias,13,"Body Part",52,"Right leg",""
1c380fe3-77e4-41d2-840e-b34c49455bde,0,high,"ID Authenticator",Items_en.m_TableData,29,"Authenticator chip",,"",""
1c39a1e0-d44b-4ee8-92c8-29dbfa46fd28,0,high,"Door_Port_FuelReserve_PortableUniversalModule_04",item_templates.alias,27,"",42,"",""
1c665a54-2fe5-4ef8-ab18-60dbb498fb03,0,high,"NetDiag head",Items_en.m_TableData,13,"Body Part",32,"Head",""
1cc70533-28cb-4770-8c2c-7c3b25715f36,0,high,"Door_Common_Ventilation_SW",item_templates.alias,27,"",42,"",""
1ccc0186-8e2c-4150-a190-02df7635988b,0,high,"PC",Items_en.m_TableData,27,"",45,"",""
1d0004d8-2bae-4f32-b493-c2eea057a7b8,0,high,"Best hits ??80s",Items_en.m_TableData,18,"Quest item",85,"",""
1d6fa673-9d33-483f-b244-cea9964f028e,0,high,"R.Leg CW3-IP",Items_en.m_TableData,13,"Body Part",52,"Right leg",""
1db4ae87-e6ac-4a77-89d4-a03c2650c757,0,high,"NPC_Physical_02_Touch_01",item_templates.alias,27,"",87,"<color=#ffffff>NPC</color>",""
1df93bc9-8974-4044-a87b-eee61a8bf85c,0,high,"DigiGreen",Items_en.m_TableData,35,"",89,"Bodypart Camo",""
1e772905-dc8e-4125-86a7-6beca64357d0,0,high,"7H36 AP",item_templates.alias_fallback_for_localization_links,3,"Standard Ammo",24,"Armor Piercing Ammo",""
1f300cc6-ce18-453a-8df7-841d1385bc19,0,high,"Servo-EC1",Items_en.m_TableData,31,"Bodymod",,"",""
202d7e7a-2bbf-4427-ac51-b906c52476a2,0,high,"Voicemail record",Items_en.m_TableData,18,"Quest item",85,"",""
20566c34-a912-408d-9ce8-4836f8e592fb,0,high,"CRNM-X",Items_en.m_TableData,13,"Body Part",32,"Head",""
207ab5df-87bd-4858-a720-e8934d5733c7,0,high,"7.62x51 C-III",item_templates.alias,30,"Removed",25,"Expansive Ammo",""
208547da-de42-4ecc-ab81-35ff405c3e16,0,high,"R.Arm R21G",Items_en.m_TableData,13,"Body Part",50,"Right arm",""
20fdb9ab-c689-40df-8910-38a60b0e0b6b,0,high,"R.Leg MD5",Items_en.m_TableData,13,"Body Part",52,"Right leg",""
21a21990-d620-4256-8200-feaf81a9fb4a,0,high,"Plastic parts '4'",Items_en.m_TableData,17,"",68,"Surplus",""
21a807a1-26c7-4443-a4d7-83aeb733114b,0,high,"Head Mods",Items_en.m_TableData,34,"",,"",""
225e6aa0-dc59-4a9c-8846-40434e438fe4,0,high,"Shock Rod",Items_en.m_TableData,11,"Melee Tool",,"",""
